openalex_id,doi,crossref_encontrado,crossref_tipo,crossref_anio,crossref_certeza_autor,crossref_autor,crossref_afiliacion
https://openalex.org/W4417019251,10.1177/19417381251393643,True,journal-article,2026,unico,Guillermo Mendez-Rebolledo · Melissa Muñoz-Garcés,"Laboratorio de Investigación Somatosensorial y Motora, Escuela de Kinesiología, Facultad de Salud, Universidad Santo Tomás, Chile | Master in Health and Sports Sciences, Faculty of Medicine, Finis Terrae University, Santiago, Chile"
https://openalex.org/W4417325590,10.1007/s00345-025-06127-w,True,journal-article,2025,unico,Helga Ibañez · José A. Salvadó · Vicente Elorrieta,
https://openalex.org/W4417441759,10.1016/j.tem.2025.11.001,True,journal-article,2026,unico,Mauricio Castro-Sepulveda,
https://openalex.org/W4417467275,10.1016/j.neuroscience.2025.12.034,True,journal-article,2026,unico,Juan Pablo Morales,
https://openalex.org/W7116691273,10.3390/inorganics14010003,True,journal-article,2025,unico,Rosaly Morales-Guevara,"Departamento de Química de los Materiales, Facultad de Química y Biología, Universidad de Santiago de Chile, Av. Libertador Bernardo O’Higgins 3363, Santiago 9170022, Chile | Facultad de Ingeniería, Universidad Finis Terrae, Av. Pedro de Valdivia 1509, Santiago 7501015, Chile"
https://openalex.org/W4400320597,10.36615/pk9fjt18,True,journal-article,2024,sin_match,,
https://openalex.org/W4404754620,10.1119/5.0166724,True,journal-article,2024,unico,Miguel Lagos · Rodrigo Paredes,"Facultad de Ingeniería, Universidad Finis Terrae 1 , Providencia, Santiago,"
https://openalex.org/W4399653638,10.4067/s0718-07642024000300051,True,journal-article,2024,unico,Carolina Zambrano,
https://openalex.org/W4386946667,10.14482/sun.39.02.813.625,True,journal-article,2023,sin_match,,
https://openalex.org/W4386984725,10.1007/978-3-031-26425-2_2,True,book-chapter,2024,unico,Megumi Andrade Kobayashi,
https://openalex.org/W4388105096,10.4067/s0717-73482023000300233,True,journal-article,2023,sin_match,,
https://openalex.org/W4389431330,10.18601/16926722.n24.13,True,journal-article,2023,unico,Felipe Yáñez,
https://openalex.org/W4389921224,10.59334/rov.v2i39.552,True,journal-article,2023,unico,Javiera Cancino,
https://openalex.org/W4392664983,10.38123/rre.v4i1.335,True,journal-article,2024,sin_match,,
https://openalex.org/W4396627578,10.1055/s-0044-1786501,True,journal-article,2024,unico,Juan Pablo Casas-Cordero,"Departamento de Traumatología y Ortopedia y Cirugía de Rodilla, Hospital La Florida, Santiago, Región Metropolitana, Chile | Programa de Especialización en Traumatología y Ortopedia, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile"
https://openalex.org/W4399852405,10.1007/978-3-031-47404-0_1,True,book-chapter,2024,unico,Ignacio Nieto,
https://openalex.org/W4404991470,10.4151/07189729-vol.63-iss.3-art.1527,True,journal-article,2024,sin_match,,
https://openalex.org/W4405623093,10.58265/pulso.7221,True,journal-article,2024,unico,Carmen Gloria Sánchez-Duque,
https://openalex.org/W4406442344,10.38123/psip.2,True,journal-article,2025,sin_match,,
https://openalex.org/W4409668934,10.5027/jmh-vol21-issue1(2024)art213,True,journal-article,2024,unico,Felipe Montalva-Valenzuela,
https://openalex.org/W4411441488,10.3934/medsci.2025017,True,journal-article,2025,unico,Antonio Castillo-Paredes · Paloma Ferrero-Hernández,
https://openalex.org/W4412447797,10.54344/contemporanea.v18i1.2461,True,journal-article,2025,unico,Marcelo Casals,
https://openalex.org/W2594231377,10.11600/1692715x.1512229042016,True,journal-article,2025,unico,Alexis Curiche,
https://openalex.org/W4380575647,10.38123/rer.v2i6.313,True,journal-article,2023,sin_match,,
https://openalex.org/W4316499878,10.5565/rev/brumal.776,True,journal-article,2023,sin_match,,
https://openalex.org/W4327951956,10.5020/2317-2150.2023.13311,True,journal-article,2023,unico,Ivette Esis Villarroel,
https://openalex.org/W4377832506,10.7764/plan.045.100,True,journal-article,2023,sin_match,,
https://openalex.org/W4380575699,10.38123/rre.v3i1.257,True,journal-article,2023,sin_match,,
https://openalex.org/W4381513011,10.15406/mojcr.2023.13.00436,True,journal-article,2023,unico,José Torrealba Araujo,
https://openalex.org/W4382807357,10.21801/ppcrj.2022.84.1,True,journal-article,2023,unico,Alexis Torrez · Guillermo Droppelmann,
https://openalex.org/W4382811266,10.20453/reh.v33i2.4519,True,journal-article,2023,sin_match,,
https://openalex.org/W4385444438,10.18682/cdc.vi181.9244,True,journal-article,2023,sin_match,,
https://openalex.org/W4385628813,10.21703/0718-5162.v22.n48.2023.007,True,journal-article,2023,unico,Katherine Mansilla-Obando,"Universidad Finis Terrae, Chile"
https://openalex.org/W4386450396,10.4067/s2452-55882023000200169,True,journal-article,2023,unico,Jaime Pilar,
https://openalex.org/W4387011373,10.4067/s0718-381x2023000300372,True,journal-article,2023,unico,Cristóbal Muñoz-León · Jorge Ortiz-Mora · Ma Fernanda Cortés-Sylvester · Sandra Moncada-Ortega,
https://openalex.org/W4388303933,10.5354/2735-6620.2023.70760,True,journal-article,2023,sin_match,,
https://openalex.org/W4390582228,10.31080/asor.2024.07.0883,True,journal-article,2024,unico,Dante Parodi · Diego Villegas,
https://openalex.org/W4391751323,10.31080/asor.2024.07.0903,True,journal-article,2024,unico,Diego Edwards · Francisco Cornejo · Gerardo Zelaya,
https://openalex.org/W4394586309,10.37514/rle-j.2024.1.1.03,True,journal-article,2024,sin_match,,
https://openalex.org/W4401327711,10.22201/fesz.23958723e.2024.663,True,journal-article,2024,unico,Arturo Chávez-Reyes,
https://openalex.org/W4392164686,10.1002/9781394167319.ch2,True,other,2024,unico,Franco Fernando Yanine,
https://openalex.org/W4394875775,10.1002/9781394205097.ch3,True,other,2024,unico,Franco Fernando Yanine,
https://openalex.org/W4387500231,10.1101/2023.10.08.561442,True,posted-content,2023,unico,Carlos Henriquez-Olguín,
https://openalex.org/W4391296208,10.21203/rs.3.rs-3899327/v1,True,posted-content,2024,unico,Franco Fernando Yanine,Universidad Finis Terrae
https://openalex.org/W4365139223,10.1101/2023.04.10.535538,True,posted-content,2023,unico,Carlos Henríquez-Olguín,
https://openalex.org/W4406184973,10.20944/preprints202501.0558.v1,True,posted-content,2025,unico,Gabriela Contreras-Contreras · María Salomé Mariotti-Celis · Pamela Rivera-Tovar,
https://openalex.org/W4410768220,10.20944/preprints202505.1918.v1,True,posted-content,2025,unico,María Salomé Mariotti-Celis,
https://openalex.org/W4391789966,10.2139/ssrn.4724336,True,posted-content,2024,sin_match,,
https://openalex.org/W4407037093,10.20944/preprints202501.2219.v1,True,posted-content,2025,unico,Felipe Meyer-Cohen,
https://openalex.org/W4414787140,10.21203/rs.3.rs-7427244/v1,True,posted-content,2025,unico,Gonzalo Rivera-Andrades · Layla Simón · María Salomé Mariotti-Celis · Oscar Castillo-Valenzuela,Universidad Finis Terrae
https://openalex.org/W4362595218,10.1158/1538-7445.am2023-1251,True,journal-article,2023,unico,Glauben T. Landskron-Ramos,"1Universidad Finis Terrae, Santiago, Chile;"
https://openalex.org/W4377967964,10.1101/2023.05.22.541782,True,posted-content,2023,unico,F. Díaz-Castro | M. Castro-Sepúlveda · H. Zbinden-Foncea · J. Cancino · M. Castro-Sepúlveda · M. Tuñón-Suárez,
https://openalex.org/W4380786653,10.21203/rs.3.rs-3031175/v1,True,posted-content,2023,unico,Nicolás Olavarría,"Finis Terrae, Facultad Medicina"
https://openalex.org/W4388960655,10.1101/2023.11.22.23298935,True,posted-content,2023,unico,Gabriel Cavada,
https://openalex.org/W4391302803,10.21203/rs.3.rs-3812766/v1,True,posted-content,2024,unico,Alejandro Bruna-Mejias · Daniela Martínez-Hernández · Héctor Gutiérrez Espinoza · Marisol Barahona-Vásquez · Mathias Orellana-Donoso · Michelle López-Chaparro · Pablo Nova-Baeza · Roberto Ávila-Sepulveda · Vanessa S Probst,State University of Londrina (UEL) | Universidad Andrés Bello | Universidad Finis Terrae | Universidad de las Americas
https://openalex.org/W4394875134,10.1002/9781394205097.ch7,True,other,2024,unico,Fernando Yanine,
https://openalex.org/W4396589356,10.2139/ssrn.4814606,True,posted-content,2024,unico,Boris Pastén-Henríquez,
https://openalex.org/W4398863783,10.2139/ssrn.4841753,True,posted-content,2024,unico,Mauricio Sauma,
https://openalex.org/W4399324106,10.1200/jco.2024.42.16_suppl.e13163,True,journal-article,2024,unico,Alvaro Rivera · Nicolas Garnham,"Universidad Finis Terrae, Santiago, Chile"
https://openalex.org/W4399358885,10.20944/preprints202406.0175.v1,True,posted-content,2024,unico,Donovan Díaz-Droguett · María José Retamal,
https://openalex.org/W4401706165,10.2139/ssrn.4927800,True,posted-content,2024,unico,Miguel Lagos,
https://openalex.org/W4404041680,10.1097/01.pcc.0001084572.70211.32,True,journal-article,2024,unico,F. Diaz,"Hospital El Carmen de Maipú, Santiago, Chile | Red Colaborativa Pediatrica de Latinoamérica (LARed Network), Santiago, Chile | Universidad Finis Terrae, Unidad de Investigacion Y Epidemiologia Clínica, Escuela de Medicina, Santiago, Chile"
https://openalex.org/W4407161942,10.1038/s41598-025-86692-7,True,journal-article,2025,unico,Mathias Orellana-Donoso,
https://openalex.org/W4416391806,10.1016/j.annonc.2025.09.113,True,journal-article,2025,unico,C.I. Rojas,
https://openalex.org/W4322576294,10.1016/b978-0-12-823589-8.09992-1,True,book-chapter,2023,unico,Migdalia Caridad Rusindo Arazo,
https://openalex.org/W4322754717,10.1055/s-013-56854,True,journal-issue,2023,sin_match,,
https://openalex.org/W4323032813,10.22370/syt.2023.7.3639,True,journal-article,2023,sin_match,,
https://openalex.org/W4327497333,10.2139/ssrn.4385825,True,posted-content,2023,unico,Nicolas Hardy,
https://openalex.org/W4328054239,10.1016/j.aohep.2023.101051,True,journal-article,2023,unico,Rodrigo Fernández-Verdejo,
https://openalex.org/W4362543492,10.1158/1538-7445.am2023-2707,True,journal-article,2023,unico,Arturo Chávez-Reyes,"4Universidad Finis Terrae, Santiago de Chile, Chile."
https://openalex.org/W4366413472,10.55223/bej.2,True,journal-article,2023,unico,Mauricio A. Valle,
https://openalex.org/W4367031332,10.4067/s0718-48162023000100077,True,journal-article,2023,sin_match,,
https://openalex.org/W4367031756,10.4067/s0718-48162023000100030,True,journal-article,2023,sin_match,,
https://openalex.org/W4377047048,10.1055/s-0043-1760860,True,journal-article,2023,unico,Mauricio Quezada,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile"
https://openalex.org/W4379528067,10.2139/ssrn.4470314,True,posted-content,2023,unico,Carlos J. Pérez,
https://openalex.org/W4380536268,10.38123/rre.v3i1.297,True,journal-article,2023,sin_match,,
https://openalex.org/W4380682520,10.38123/rer.v2i6.341,True,journal-article,2023,sin_match,,
https://openalex.org/W4380682754,10.38123/rer.v2i6.340,True,journal-article,2023,sin_match,,
https://openalex.org/W4381623615,10.26448/ae9789566095835.76,True,edited-book,2023,unico,Luis Thielemann,
https://openalex.org/W4382238612,10.7554/elife.83338.sa2,True,peer-review,2023,unico,Carlos Henriquez-Olguin,"August Krogh Section for Molecular Physiology, Department of Nutrition, Exercise and Sports, Faculty of Science, University of Copenhagen | Exercise Science Laboratory, Faculty of Medicine, Universidad Finis Terrae"
https://openalex.org/W4382239021,10.12804/revistas.urosario.edu.co/empresa/a.12197,True,journal-article,2023,unico,Katherine Mansilla-Obando,
https://openalex.org/W4382938109,10.35692/07183992.16.1.6,True,journal-article,2023,unico,Francisca Menéndez · Michelle Sepúlveda,
https://openalex.org/W4384007538,10.4067/s0719-689x2023000100111,True,journal-article,2023,unico,Hernán Muszalski,
https://openalex.org/W4384559780,10.36253/cromohs-14250,True,journal-article,2023,sin_match,,
https://openalex.org/W4385325099,10.5354/2452-5014.2023.71398,True,journal-article,2023,sin_match,,
https://openalex.org/W4385410375,10.22352/saustral20232905,True,journal-article,2023,sin_match,,
https://openalex.org/W4385625499,10.38123/rre.v3i2.352,True,journal-article,2023,sin_match,,
https://openalex.org/W4385625504,10.38123/rre.v3i2.301,True,journal-article,2023,sin_match,,
https://openalex.org/W4385626157,10.4067/s0718-48162023000200206,True,journal-article,2023,sin_match,,
https://openalex.org/W4385626283,10.4067/s0718-48162023000200141,True,journal-article,2023,sin_match,,
https://openalex.org/W4386072453,10.15517/es.v83i1.54259,True,journal-article,2023,unico,Valeria Radrigán,
https://openalex.org/W4386632044,10.32608/2305-8773-2023-39-1-39-55,True,journal-article,2023,unico,Manuel Loyola,
https://openalex.org/W4387384244,10.35588/pp.v15i2.5773,True,journal-article,2023,sin_match,,
https://openalex.org/W4387455687,10.33196/zoer202303043701,True,journal-article,2023,unico,Pier Paolo Pigozzi,Finis Terrae University (Chile)
https://openalex.org/W4388430209,10.35366/113219,True,journal-article,2023,sin_match,,
https://openalex.org/W4388430219,10.35366/113220,True,journal-article,2023,unico,José Torrealba-Araujo,
https://openalex.org/W4388635596,10.21203/rs.3.rs-3536750/v1,True,posted-content,2023,unico,Jorge Cancino,Universidad Finis Terrae
https://openalex.org/W4389030935,10.1093/ofid/ofad500.1518,True,journal-article,2023,unico,Cristobal Carvajal,"Universidad Finis Terrae , SANTIAGO DE CHILE, Region Metropolitana , Chile"
https://openalex.org/W4389250471,10.6018/edumed.569191,True,journal-article,2023,unico,Caterina Tiscornia,
https://openalex.org/W4389441765,10.1007/978-3-031-36310-8_25,True,book-chapter,2023,unico,Iñigo Mujika,
https://openalex.org/W4389689076,10.38123/rer.v2i7.394,True,journal-article,2023,sin_match,,
https://openalex.org/W4389689155,10.38123/rer.v2i7.384,True,journal-article,2023,unico,Elena Romero,
https://openalex.org/W4389689161,10.38123/rer.v2i7.359,True,journal-article,2023,sin_match,,
https://openalex.org/W4389919975,10.59334/rov.v2i39.590,True,journal-article,2023,unico,Javiera Cancino,
https://openalex.org/W4390061782,10.32466/eufv-xg.2023.6.761.53-63,True,journal-article,2023,unico,James Andrew Cleary,
https://openalex.org/W4390112545,10.46981/sfjhv4n1-019,True,journal-article,2023,unico,Agustín José Cruz Bihan · José Tomás Correa Ortiz · Roxanna María Salas Gianini,
https://openalex.org/W4390116335,10.55720/respirar.15.4.2,True,journal-article,2023,sin_match,,
https://openalex.org/W4390234953,10.29011/2574-7754.101547,True,journal-article,2023,sin_match,,
https://openalex.org/W4390235780,10.29011/2574-7754.101546,True,journal-article,2023,sin_match,,
https://openalex.org/W4390406108,10.1101/2023.12.28.23300545,True,posted-content,2023,unico,Jorge Cancino-López,
https://openalex.org/W4390499698,10.5354/0719-2584.2023.60963,True,journal-article,2023,sin_match,,
https://openalex.org/W4390548755,10.38123/psip.1,True,journal-article,2023,sin_match,,
https://openalex.org/W4390591497,10.5027/pucv.book.978-956-17-1050-4,True,edited-book,2023,sin_match,,
https://openalex.org/W4390637747,10.29011/2577-2252.100150,True,journal-article,2024,sin_match,,
https://openalex.org/W4390664642,10.21203/rs.3.rs-3822596/v1,True,posted-content,2024,unico,Esnil Guevara,Finis Terrae University
https://openalex.org/W4390995361,10.4067/s0717-71942023000100495,True,journal-article,2023,unico,Andrea Botto Stuven,
https://openalex.org/W4391071401,10.1016/j.aehs.2024.01.001,True,journal-article,2024,unico,Germán Tapia-Curimil · Hermann Zbinden-Foncea · Jocelyn Fuentes · Mauricio Castro-Sepulveda · Mauro Tuñón-Suárez,
https://openalex.org/W4391444321,10.26502/jsr.10020336,True,journal-article,2024,unico,Marcelo Molina,
https://openalex.org/W4391550598,10.22430/21457778.2787,True,journal-article,2023,unico,Francisca Puyol,Universidad Finis Terrae
https://openalex.org/W4392157702,10.1016/j.aohep.2023.101273,True,journal-article,2024,unico,José Miguel Fuentealba,
https://openalex.org/W4392412095,10.15691/24524476vol6iss1a417,True,journal-article,2023,unico,Thomas Rego,
https://openalex.org/W4392642363,10.38123/rre.v4i1.363,True,journal-article,2024,sin_match,,
https://openalex.org/W4392650817,10.11648/j.ijcd.20240701.12,True,journal-article,2024,sin_match,,
https://openalex.org/W4392664984,10.38123/rre.v4i1.414,True,journal-article,2024,sin_match,,
https://openalex.org/W4392964417,10.4236/mri.2024.131001,True,journal-article,2024,unico,Esteban Fortuny,
https://openalex.org/W4393068470,10.15443/codes2047,True,journal-article,2023,unico,David Pérez,
https://openalex.org/W4393100713,10.15691/0718-5448vol6iss1a417,True,journal-article,2023,unico,Thomas Rego,
https://openalex.org/W4393338422,10.1016/j.jcrc.2024.154651,True,journal-article,2024,unico,Andres Ferre Contreras · Andres Giglio Jiménez,
https://openalex.org/W4393338460,10.1016/j.jcrc.2024.154654,True,journal-article,2024,unico,Andres Ferre · Andres Giglio · Andres Ramos · Antonio Arroyo · Rodrigo Kemeny,
https://openalex.org/W4393338469,10.1016/j.jcrc.2024.154659,True,journal-article,2024,unico,Andres Ferre · Andres Giglio · Andres Reccius · Cesar Pedreros · Cristobal Carvajal,
https://openalex.org/W4393352300,10.11565/arsmed.v49i1.2059,True,journal-article,2024,sin_match,,
https://openalex.org/W4393372670,10.1007/978-3-031-49382-9_5,True,book-chapter,2024,sin_match,,
https://openalex.org/W4393374865,10.20453/reh.v34i1.5325,True,journal-article,2024,unico,Daniel Pinto Agüero,
https://openalex.org/W4393850567,10.1016/j.ekir.2024.02.819,True,journal-article,2024,unico,Caterina Tiscornia · Fabián Vásquez,
https://openalex.org/W4393851006,10.1016/j.ekir.2024.02.593,True,journal-article,2024,unico,Caterina Tiscornia,
https://openalex.org/W4394774385,10.52768/2766-7820/2587,True,journal-article,2023,unico,Arroyo Antonio,
https://openalex.org/W4394798020,10.15406/ipmrj.2024.09.00369,True,journal-article,2024,unico,Dante Parodi,
https://openalex.org/W4394807008,10.4067/s2452-55882024000100011,True,journal-article,2024,sin_match,,
https://openalex.org/W4394892478,10.1002/9781394205097.ch10,True,other,2024,unico,Fernando Yanine,
https://openalex.org/W4394953073,10.12688/f1000research.146070.1,True,journal-article,2024,sin_match,,
https://openalex.org/W4395096826,10.2139/ssrn.4793775,True,posted-content,2024,unico,Boris Pastén-Henríquez,
https://openalex.org/W4395449894,10.1016/j.jsames.2024.104906,True,journal-article,2024,unico,K.C. Quintero,
https://openalex.org/W4396577736,10.5354/0719-3769.2024.73751,True,journal-article,2024,sin_match,,
https://openalex.org/W4396589331,10.2139/ssrn.4814615,True,posted-content,2024,unico,Boris Pastén-Henríquez,
https://openalex.org/W4396776391,10.21203/rs.3.rs-4339707/v1,True,posted-content,2024,unico,Glauben Landskron,Universidad Finis Terrae
https://openalex.org/W4397037482,10.1016/j.admp.2024.102062,True,journal-article,2024,unico,Raimundo Aviles,
https://openalex.org/W4398158956,10.26807/cav.v10i17.588,True,journal-article,2024,sin_match,,
https://openalex.org/W4398195391,10.2139/ssrn.4834043,True,posted-content,2024,unico,Hermann Zbinden,
https://openalex.org/W4398217341,10.56754/2810-6571.2024.3326,True,journal-article,2024,sin_match,,
https://openalex.org/W4398219229,10.2139/ssrn.4837120,True,posted-content,2024,unico,Gonzalo Costa · Pablo Cortés · Tomás Cumsille,
https://openalex.org/W4398232243,10.1093/ndt/gfae069.867,True,journal-article,2024,unico,Caterina Tiscornia,"Scuola di Nutrizione e Dietetica, Università Finis Terrae , Santiago del Chile, Chile"
https://openalex.org/W4399321326,10.15406/mojcr.2024.14.00461,True,journal-article,2024,unico,Gabriela Araya Órdenes · José Torrealba Araujo,
https://openalex.org/W4399325612,10.1590/scielopreprints.9019,True,posted-content,2024,unico,Cristóbal Carvajal,
https://openalex.org/W4399784440,10.1016/j.placenta.2024.05.061,True,journal-article,2024,unico,K. Etchegaray,
https://openalex.org/W4399852334,10.1007/978-3-031-47404-0_3,True,book-chapter,2024,unico,Ignacio Nieto,
https://openalex.org/W4399852356,10.1007/978-3-031-47404-0_4,True,book-chapter,2024,unico,Ignacio Nieto,
https://openalex.org/W4399852360,10.1007/978-3-031-47404-0_6,True,book-chapter,2024,unico,Ignacio Nieto,
https://openalex.org/W4399852390,10.1007/978-3-031-47404-0_5,True,book-chapter,2024,unico,Ignacio Nieto,
https://openalex.org/W4399852402,10.1007/978-3-031-47404-0_2,True,book-chapter,2024,unico,Ignacio Nieto,
https://openalex.org/W4400148771,10.1016/j.cdnut.2024.103325,True,journal-article,2024,unico,Fabian Vasquez,
https://openalex.org/W4400977493,10.22533/at.ed.1594672409075,True,journal-article,2024,unico,Nicolás Ponce Ibáñez · Patricia Moya Rivera · Sebastián Zamorano Vidal,
